rank,title,url,pdf_url,source,published_date,authors,institutions,category,abstract_summary_cn,abstract_summary_en,key_innovation,why_it_matters,business_insight,product_idea,skill_or_agent_idea,target_users,monetization,mvp_complexity,technical_novelty_score,commercial_potential_score,solo_founder_feasibility_score,market_need_score,mvp_speed_score,virality_score,moat_score,total_score,why_selected,risks,recommended_next_step,code_url,github_stars,huggingface_url,demo_url,llm_analysis_status,confidence
11,Ideas Have Genomes: Benchmarking Scientific Lineage Reasoning and Lineage-Grounded Idea Generation,https://arxiv.org/abs/2607.08758,https://arxiv.org/pdf/2607.08758,huggingface,2026-07-10,Yifan Zhou; Qihao Yang; Yan Li; Donggang Li; Xiru Hu; Hokin Deng; Ziyang Gong; Xuanyi Zhou; Huacan Wang; Xiangchao Yan; Wanghan Xu; Wenlong Zhang; Shaofeng Zhang; Yue Zhou; Yifan Yang; Zhihang Zhong; Xue Yang,,infrastructure,规则摘要：这项研究围绕“Ideas Have Genomes: Benchmarking Scientific Lineage Reasoning and Lineage-Grounded Idea Generation”提出了可进一步验证的技术方向。,"Scientific ideas rarely start from a blank page. They inherit mechanisms, repair known limitations, and recombine pieces of earlier work, much like biological genomes. Current benchmarks still say little about whether AI systems can follow…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：AI 开发者基础设施服务。,"Expose the method as an observability, evaluation, or deployment service.",Create a reusable skill that applies Ideas Have Genomes: Benchmarking Scientific Lineage Reasoning and Lineage-Grounded Idea Generation to one customer workflow.,AI engineers; product teams,Tiered developer plans,medium,69.0,38.02,58.0,38.0,57.0,71.04,30.0,51.46,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.08758,,failed_or_skipped,medium
12,UP: Unbounded Positive Asymmetric Optimization for Breaking the Exploration-Stability Dilemma,https://arxiv.org/abs/2607.06987,https://arxiv.org/pdf/2607.06987,huggingface,2026-07-10,Chongyu Fan; Pengfei Liu; Jingjia Huang; Sijia Liu; Yi Lin,,multimodal,规则摘要：这项研究围绕“UP: Unbounded Positive Asymmetric Optimization for Breaking the Exploration-Stability Dilemma”提出了可进一步验证的技术方向。,"Reinforcement learning (RL) has become the standard paradigm for enhancing the complex reasoning capabilities of large language models (LLMs). To achieve sample efficiency, modern RL frameworks rely on importance sampling (IS). However, th…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies UP: Unbounded Positive Asymmetric Optimization for Breaking the Exploration-Stability Dilemma to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,53.0,49.61,58.0,44.0,61.0,52.22,30.0,51.37,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.06987,,failed_or_skipped,medium
13,KronQ: LLM Quantization via Kronecker-Factored Hessian,https://arxiv.org/abs/2607.07964,https://arxiv.org/pdf/2607.07964,huggingface,2026-07-13,Donghyun Lee; Yuhang Li; Ruokai Yin; Priyadarshini Panda,,general_ai,规则摘要：这项研究围绕“KronQ: LLM Quantization via Kronecker-Factored Hessian”提出了可进一步验证的技术方向。,"Post-training quantization (PTQ) is a widely adopted technique for compressing large language models (LLMs) without retraining. Existing second-order PTQ methods, including GPTQ, construct quantization objectives exclusively from input act…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：窄场景 AI 效率工具。,Validate one repeatable user job before expanding the product.,Create a reusable skill that applies KronQ: LLM Quantization via Kronecker-Factored Hessian to one customer workflow.,knowledge workers; small teams,Freemium SaaS,medium,61.0,42.82,58.0,41.0,59.0,59.63,30.0,50.97,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.07964,,failed_or_skipped,medium
14,OpenCoF: Learning to Reason Through Video Generation,https://arxiv.org/abs/2607.08763,https://arxiv.org/pdf/2607.08763,huggingface,2026-07-10,Xinyan Chen; Ziyu Guo; Renrui Zhang; Dongzhi Jiang; Hongsheng Li,,multimodal,规则摘要：这项研究围绕“OpenCoF: Learning to Reason Through Video Generation”提出了可进一步验证的技术方向。,"Reasoning has become a core capability for large models, especially when reliable decisions require understanding logical consequences. Recent video generation models offer a reasoning path distinct from previous Chain-of-Thought (CoT): re…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies OpenCoF: Learning to Reason Through Video Generation to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,69.0,36.82,58.0,38.0,57.0,68.63,30.0,50.92,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.08763,,failed_or_skipped,medium
15,Teaching LLMs a Low-Resource Language: Enhancing Code Completion in Pharo,https://arxiv.org/abs/2607.04939,https://arxiv.org/pdf/2607.04939,huggingface,2026-07-09,Kilian Kier; Alessandro Giagnorio; Omar AbedelKader; Oleksandr Zaitsev; Robert Peharz; Romain Robbes; Gabriele Bavota; Stéphane Ducasse,,infrastructure,规则摘要：这项研究围绕“Teaching LLMs a Low-Resource Language: Enhancing Code Completion in Pharo”提出了可进一步验证的技术方向。,"Large Language Models (LLMs) unlocked new possibilities in automated code writing, becoming the backbone of most code completion tools. While LLMs excel in mainstream languages, they often lack support for the so-called low-resource langua…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：AI 开发者基础设施服务。,"Expose the method as an observability, evaluation, or deployment service.",Create a reusable skill that applies Teaching LLMs a Low-Resource Language: Enhancing Code Completion in Pharo to one customer workflow.,AI engineers; product teams,Tiered developer plans,medium,61.0,42.11,58.0,41.0,59.0,58.23,30.0,50.65,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.04939,,failed_or_skipped,medium
16,Towards Mechanistically Understanding Why Memorized Knowledge Fails to Generalize in Large Language Model Finetuning,https://arxiv.org/abs/2607.08393,https://arxiv.org/pdf/2607.08393,huggingface,2026-07-13,Lu Dai; Ziyang Rao; Yili Wang; Hanqing Wang; Hao Liu; Hui Xiong,,general_ai,规则摘要：这项研究围绕“Towards Mechanistically Understanding Why Memorized Knowledge Fails to Generalize in Large Language Model Finetuning”提出了可进一步验证的技术方向。,"Fine-tuning LLMs to inject new knowledge faces a critical challenge: LLMs can quickly memorize new facts, yet fail to use them for downstream reasoning tasks. We formalize this failure as the \textbf{Knowing--Using Gap}, characterized by a…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：窄场景 AI 效率工具。,Validate one repeatable user job before expanding the product.,Create a reusable skill that applies Towards Mechanistically Understanding Why Memorized Knowledge Fails to Generalize in Large Language Model Finetuning to one customer workflow.,knowledge workers; small teams,Freemium SaaS,medium,61.0,40.2,58.0,41.0,59.0,54.41,30.0,49.79,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.08393,,failed_or_skipped,low
17,DrugGen 2: A disease-aware language model for enhancing drug discovery,https://arxiv.org/abs/2607.08404,https://arxiv.org/pdf/2607.08404,huggingface,2026-07-10,Ali Motahharynia; Mohammadreza Ghaffarzadeh-Esfahani; Mahsa Sheikholeslami; Navid Mazrouei; Matin Irajpour; Yousof Gheisari; Hajar Sirous,,vertical_ai,规则摘要：这项研究围绕“DrugGen 2: A disease-aware language model for enhancing drug discovery”提出了可进一步验证的技术方向。,"Current computational approaches for drug design typically focus on generating molecules conditioned on specific targets or general molecular properties, often neglecting the influence of disease context on target behavior and therapeutic…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：垂直行业 AI 助手。,Build a domain-specific assistant with auditable workflows.,Create a reusable skill that applies DrugGen 2: A disease-aware language model for enhancing drug discovery to one customer workflow.,domain professionals; specialist firms,Per-seat SaaS,medium,61.0,37.02,58.0,38.0,57.0,62.04,30.0,49.11,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.08404,,failed_or_skipped,low
18,TCLA: Training-Free Class-wise Logit Adaptation for Medical Vision-Language Models,https://arxiv.org/abs/2607.09562,https://arxiv.org/pdf/2607.09562,arxiv,2026-07-10,Tianyou Jiang; Ziyu Zhou,,vertical_ai,规则摘要：这项研究围绕“TCLA: Training-Free Class-wise Logit Adaptation for Medical Vision-Language Models”提出了可进一步验证的技术方向。,"Medical Vision-Language Models (VLMs) exhibit strong zero-shot performance, yet their effectiveness still declines on out-of-distribution (OOD) data due to domain shifts and class bias inherited from large-scale pretraining. Existing few-s…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：垂直行业 AI 助手。,Build a domain-specific assistant with auditable workflows.,Create a reusable skill that applies TCLA: Training-Free Class-wise Logit Adaptation for Medical Vision-Language Models to one customer workflow.,domain professionals; specialist firms,Per-seat SaaS,medium,53.0,40.0,60.0,47.0,57.0,45.0,34.0,48.9,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,low
19,Self-Guided Test-Time Training for Long-Context LLMs,https://arxiv.org/abs/2607.09415,https://arxiv.org/pdf/2607.09415,arxiv; huggingface,2026-07-10,Xinyu Zhu; Zhe Xu; Xiaohan Wei; Yunchen Pu; Fei Tian; Chonglin Sun; Kaushik Rangadurai; Hua Zhi; Frank Shyu; Sandeep Pandey; Luke Simon; Yu Meng; Xi Liu,,infrastructure,规则摘要：这项研究围绕“Self-Guided Test-Time Training for Long-Context LLMs”提出了可进一步验证的技术方向。,"Long-context processing has become increasingly important for large language models (LLMs), but simply extending the context window does not guarantee effective utilization of long inputs. As input length grows, accuracy often degrades, in…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：AI 开发者基础设施服务。,"Expose the method as an observability, evaluation, or deployment service.",Create a reusable skill that applies Self-Guided Test-Time Training for Long-Context LLMs to one customer workflow.,AI engineers; product teams,Tiered developer plans,medium,53.0,41.41,58.0,41.0,59.0,49.82,30.0,48.43,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.09415,,failed_or_skipped,low
20,Why Can't I Open My Drawer? Mitigating Object-Driven Shortcuts in Zero-Shot Compositional Action Recognition,https://arxiv.org/abs/2601.16211,https://arxiv.org/pdf/2601.16211,huggingface,2026-07-10,Geo Ahn; Inwoong Lee; Taeoh Kim; Minho Shim; Dongyoon Wee; Jinwoo Choi,,general_ai,规则摘要：这项研究围绕“Why Can't I Open My Drawer? Mitigating Object-Driven Shortcuts in Zero-Shot Compositional Action Recognition”提出了可进一步验证的技术方向。,"Zero-Shot Compositional Action Recognition (ZS-CAR) requires recognizing novel verb-object combinations composed of previously observed primitives. In this work, we tackle a key failure mode: models predict verbs via object-driven shortcut…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：窄场景 AI 效率工具。,Validate one repeatable user job before expanding the product.,Create a reusable skill that applies Why Can't I Open My Drawer? Mitigating Object-Driven Shortcuts in Zero-Shot Compositional Action Recognition to one customer workflow.,knowledge workers; small teams,Freemium SaaS,medium,53.0,31.76,58.0,35.0,55.0,58.52,30.0,45.59,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2601.16211,,failed_or_skipped,low
21,Robustifying Vision-Language Models via Test-Time Prompt Adaptation,https://arxiv.org/abs/2607.09450,https://arxiv.org/pdf/2607.09450,arxiv,2026-07-10,Xingyu Zhu; Huanshen Wu; Shuo Wang; Beier Zhu; Jiannan Ge; Jiaheng Zhang; Long Chen,,general_ai,规则摘要：这项研究围绕“Robustifying Vision-Language Models via Test-Time Prompt Adaptation”提出了可进一步验证的技术方向。,"Pre-trained Vision-Language Models (VLMs) such as CLIP achieve strong zero-shot generalization, but their performance degrades sharply under adversarial perturbations. Existing test-time adaptation methods typically rely on sample-level co…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：窄场景 AI 效率工具。,Validate one repeatable user job before expanding the product.,Create a reusable skill that applies Robustifying Vision-Language Models via Test-Time Prompt Adaptation to one customer workflow.,knowledge workers; small teams,Freemium SaaS,medium,53.0,32.0,58.0,38.0,57.0,45.0,30.0,44.95,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,low
