rank,title,url,pdf_url,source,published_date,authors,institutions,category,abstract_summary_cn,abstract_summary_en,key_innovation,why_it_matters,business_insight,product_idea,skill_or_agent_idea,target_users,monetization,mvp_complexity,technical_novelty_score,commercial_potential_score,solo_founder_feasibility_score,market_need_score,mvp_speed_score,virality_score,moat_score,total_score,why_selected,risks,recommended_next_step,code_url,github_stars,huggingface_url,demo_url,llm_analysis_status,confidence
11,AlayaWorld: Long-Horizon and Playable Video World Generation,https://arxiv.org/abs/2607.06291,https://arxiv.org/pdf/2607.06291,huggingface,2026-07-08,AlayaWorld Team; Kaipeng Zhang; Chuanhao Li; Yifan Zhan; Yongtao Ge; Yuanyang Yin; Jiaming Tan; Kang He; Liaoyuan Fan; Ruicong Liu; Xiaojie Xu; Xuangeng Chu; Zhen Li; Zhengyuan Lin; Zhixiang Wang; Zian Meng; Zihui Gao,,multimodal,规则摘要：这项研究围绕“AlayaWorld: Long-Horizon and Playable Video World Generation”提出了可进一步验证的技术方向。,"Game worlds have traditionally been built through labor-intensive production pipelines, making them costly to develop, difficult to customization, and expensive to modify after deployment. Recent advances in video world models offer a fund…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies AlayaWorld: Long-Horizon and Playable Video World Generation to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,61.0,40.74,60.0,44.0,55.0,67.48,34.0,51.88,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.06291,,failed_or_skipped,medium
12,Ideas Have Genomes: Benchmarking Scientific Lineage Reasoning and Lineage-Grounded Idea Generation,https://arxiv.org/abs/2607.08758,https://arxiv.org/pdf/2607.08758,arxiv; huggingface,2026-07-09,Yifan Zhou; Qihao Yang; Yan Li; Donggang Li; Xiru Hu; Hokin Deng; Ziyang Gong; Xuanyi Zhou; Huacan Wang; Xiangchao Yan; Wanghan Xu; Wenlong Zhang; Shaofeng Zhang; Yue Zhou; Yifan Yang; Zhihang Zhong; Xue Yang,,infrastructure,规则摘要：这项研究围绕“Ideas Have Genomes: Benchmarking Scientific Lineage Reasoning and Lineage-Grounded Idea Generation”提出了可进一步验证的技术方向。,"Scientific ideas rarely start from a blank page. They inherit mechanisms, repair known limitations, and recombine pieces of earlier work, much like biological genomes. Current benchmarks still say little about whether AI systems can follow…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：AI 开发者基础设施服务。,"Expose the method as an observability, evaluation, or deployment service.",Create a reusable skill that applies Ideas Have Genomes: Benchmarking Scientific Lineage Reasoning and Lineage-Grounded Idea Generation to one customer workflow.,AI engineers; product teams,Tiered developer plans,medium,69.0,37.97,58.0,38.0,57.0,70.93,30.0,51.44,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.08758,,failed_or_skipped,medium
13,UP: Unbounded Positive Asymmetric Optimization for Breaking the Exploration-Stability Dilemma,https://arxiv.org/abs/2607.06987,https://arxiv.org/pdf/2607.06987,huggingface,2026-07-10,Chongyu Fan; Pengfei Liu; Jingjia Huang; Sijia Liu; Yi Lin,,multimodal,规则摘要：这项研究围绕“UP: Unbounded Positive Asymmetric Optimization for Breaking the Exploration-Stability Dilemma”提出了可进一步验证的技术方向。,"Reinforcement learning (RL) has become the standard paradigm for enhancing the complex reasoning capabilities of large language models (LLMs). To achieve sample efficiency, modern RL frameworks rely on importance sampling (IS). However, th…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies UP: Unbounded Positive Asymmetric Optimization for Breaking the Exploration-Stability Dilemma to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,53.0,49.61,58.0,44.0,61.0,52.22,30.0,51.37,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.06987,,failed_or_skipped,medium
14,OpenCoF: Learning to Reason Through Video Generation,https://arxiv.org/abs/2607.08763,https://arxiv.org/pdf/2607.08763,arxiv; huggingface,2026-07-09,Xinyan Chen; Ziyu Guo; Renrui Zhang; Dongzhi Jiang; Hongsheng Li,,multimodal,规则摘要：这项研究围绕“OpenCoF: Learning to Reason Through Video Generation”提出了可进一步验证的技术方向。,"Reasoning has become a core capability for large models, especially when reliable decisions require understanding logical consequences. Recent video generation models offer a reasoning path distinct from previous Chain-of-Thought (CoT): re…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies OpenCoF: Learning to Reason Through Video Generation to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,69.0,36.32,58.0,38.0,57.0,67.63,30.0,50.69,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.08763,,failed_or_skipped,medium
15,Teaching LLMs a Low-Resource Language: Enhancing Code Completion in Pharo,https://arxiv.org/abs/2607.04939,https://arxiv.org/pdf/2607.04939,huggingface,2026-07-09,Kilian Kier; Alessandro Giagnorio; Omar AbedelKader; Oleksandr Zaitsev; Robert Peharz; Romain Robbes; Gabriele Bavota; Stéphane Ducasse,,infrastructure,规则摘要：这项研究围绕“Teaching LLMs a Low-Resource Language: Enhancing Code Completion in Pharo”提出了可进一步验证的技术方向。,"Large Language Models (LLMs) unlocked new possibilities in automated code writing, becoming the backbone of most code completion tools. While LLMs excel in mainstream languages, they often lack support for the so-called low-resource langua…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：AI 开发者基础设施服务。,"Expose the method as an observability, evaluation, or deployment service.",Create a reusable skill that applies Teaching LLMs a Low-Resource Language: Enhancing Code Completion in Pharo to one customer workflow.,AI engineers; product teams,Tiered developer plans,medium,61.0,42.11,58.0,41.0,59.0,58.23,30.0,50.65,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.04939,,failed_or_skipped,medium
16,DrugGen 2: A disease-aware language model for enhancing drug discovery,https://arxiv.org/abs/2607.08404,https://arxiv.org/pdf/2607.08404,huggingface,2026-07-10,Ali Motahharynia; Mohammadreza Ghaffarzadeh-Esfahani; Mahsa Sheikholeslami; Navid Mazrouei; Matin Irajpour; Yousof Gheisari; Hajar Sirous,,vertical_ai,规则摘要：这项研究围绕“DrugGen 2: A disease-aware language model for enhancing drug discovery”提出了可进一步验证的技术方向。,"Current computational approaches for drug design typically focus on generating molecules conditioned on specific targets or general molecular properties, often neglecting the influence of disease context on target behavior and therapeutic…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：垂直行业 AI 助手。,Build a domain-specific assistant with auditable workflows.,Create a reusable skill that applies DrugGen 2: A disease-aware language model for enhancing drug discovery to one customer workflow.,domain professionals; specialist firms,Per-seat SaaS,medium,61.0,36.92,58.0,38.0,57.0,61.84,30.0,49.06,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.08404,,failed_or_skipped,low
17,"When the Judge Changes, So Does the Measurement: Auditing LLM-as-Judge Reliability",https://arxiv.org/abs/2607.08535,https://arxiv.org/pdf/2607.08535,arxiv,2026-07-09,Zongyou Yang; Yinghan Hou; Xiaokun Yang,,general_ai,"规则摘要：这项研究围绕“When the Judge Changes, So Does the Measurement: Auditing LLM-as-Judge Reliability”提出了可进一步验证的技术方向。","An LLM-as-judge score can move even when the candidate responses stay fixed, simply because the evaluator has changed. We treat this evaluator-replacement ambiguity as a measurement-validity problem. Across four judgment datasets, we compa…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：窄场景 AI 效率工具。,Validate one repeatable user job before expanding the product.,"Create a reusable skill that applies When the Judge Changes, So Does the Measurement: Auditing LLM-as-Judge Reliability to one customer workflow.",knowledge workers; small teams,Freemium SaaS,medium,53.0,40.0,60.0,47.0,57.0,45.0,34.0,48.9,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,low
18,Why Can't I Open My Drawer? Mitigating Object-Driven Shortcuts in Zero-Shot Compositional Action Recognition,https://arxiv.org/abs/2601.16211,https://arxiv.org/pdf/2601.16211,huggingface,2026-07-10,Geo Ahn; Inwoong Lee; Taeoh Kim; Minho Shim; Dongyoon Wee; Jinwoo Choi,,general_ai,规则摘要：这项研究围绕“Why Can't I Open My Drawer? Mitigating Object-Driven Shortcuts in Zero-Shot Compositional Action Recognition”提出了可进一步验证的技术方向。,"Zero-Shot Compositional Action Recognition (ZS-CAR) requires recognizing novel verb-object combinations composed of previously observed primitives. In this work, we tackle a key failure mode: models predict verbs via object-driven shortcut…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：窄场景 AI 效率工具。,Validate one repeatable user job before expanding the product.,Create a reusable skill that applies Why Can't I Open My Drawer? Mitigating Object-Driven Shortcuts in Zero-Shot Compositional Action Recognition to one customer workflow.,knowledge workers; small teams,Freemium SaaS,medium,53.0,31.76,58.0,35.0,55.0,58.52,30.0,45.59,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2601.16211,,failed_or_skipped,low
19,A Quantized Native Runtime for On-Device Semantic Audio Generation,https://arxiv.org/abs/2607.08526,https://arxiv.org/pdf/2607.08526,huggingface,2026-07-10,Matteo Spanio; Antonio Rodà,,general_ai,规则摘要：这项研究围绕“A Quantized Native Runtime for On-Device Semantic Audio Generation”提出了可进一步验证的技术方向。,"Semantic audio applications increasingly require controllable generation on commodity and embedded hardware rather than through framework-heavy datacenter stacks. We present aria, a dependency-free native runtime that runs the complete tex…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：窄场景 AI 效率工具。,Validate one repeatable user job before expanding the product.,Create a reusable skill that applies A Quantized Native Runtime for On-Device Semantic Audio Generation to one customer workflow.,knowledge workers; small teams,Freemium SaaS,medium,53.0,27.41,58.0,35.0,55.0,49.82,30.0,43.63,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.08526,,failed_or_skipped,low
20,Super Weights in LLMs and the Failure of Selective Training,https://arxiv.org/abs/2607.08733,https://arxiv.org/pdf/2607.08733,arxiv,2026-07-09,Shreyas Subramanian; Adewale Akinfaderin; Akarsha Sehwag,,general_ai,规则摘要：这项研究围绕“Super Weights in LLMs and the Failure of Selective Training”提出了可进一步验证的技术方向。,"Recent work identified Super Weights, individual parameters whose removal degrades model performance by orders of magnitude. We show that this degradation due to pruning Super Weights does not universally apply to all LLMs. Furthermore, if…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：窄场景 AI 效率工具。,Validate one repeatable user job before expanding the product.,Create a reusable skill that applies Super Weights in LLMs and the Failure of Selective Training to one customer workflow.,knowledge workers; small teams,Freemium SaaS,medium,45.0,32.0,58.0,38.0,57.0,38.0,30.0,43.05,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,low
21,Sparse Delta Memory: Scaling the State of Linear RNNs through Sparsity,https://arxiv.org/abs/2607.07386,https://arxiv.org/pdf/2607.07386,huggingface,2026-07-09,Loïc Cabannes; Pierre-Emmanuel Mazaré; Gergely Szilvasy; Matthijs Douze; Maria Lomeli; Ilze Amanda Auzina; Justin Carpentier; Gabriel Synnaeve; Hervé Jégou,,general_ai,规则摘要：这项研究围绕“Sparse Delta Memory: Scaling the State of Linear RNNs through Sparsity”提出了可进一步验证的技术方向。,"Linear attention models allow a fixed state size and a fixed amount of compute per token. However, due to their limited state size, linear attention models fall behind in long-context recall compared to softmax-attention-based transformer…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：窄场景 AI 效率工具。,Validate one repeatable user job before expanding the product.,Create a reusable skill that applies Sparse Delta Memory: Scaling the State of Linear RNNs through Sparsity to one customer workflow.,knowledge workers; small teams,Freemium SaaS,medium,45.0,29.17,58.0,35.0,55.0,46.33,30.0,42.53,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.07386,,failed_or_skipped,low
